Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
507,409,3224,46,53,42,38,39,35,72,73,17,16,68,70,81,75,50,51,60,66,9,10,53,31,35,73,16,71,75,51,66,10,46,29,35,73,16,74,76,48,56,10,146,29,35,73,16,74,176,48,56,10
508,590,3288,20,22,65,65,70,73,54,54,62,62,58,58,7,7,76,83,81,81,79,79,25,67,76,52,68,60,10,87,73,79,18,64,79,54,61,60,10,93,77,82,118,64,79,54,161,160,10,93,77,182
509,579,3209,66,70,73,84,37,35,73,71,74,76,89,88,7,7,22,19,79,78,31,32,74,88,34,73,80,87,7,16,76,34,77,100,30,71,86,94,5,24,79,29,177,100,130,171,186,94,105,124,79,129
510,615,3184,30,26,40,40,38,40,35,30,75,70,5,5,65,62,90,85,55,60,85,82,28,44,42,31,74,5,66,86,64,84,26,39,32,29,77,4,56,88,58,92,26,39,132,29,177,104,56,88,58,192
511,361,3075,40,37,65,69,77,77,4,6,14,14,16,17,75,80,5,6,80,80,4,4,34,73,80,8,12,19,81,9,76,5,28,71,86,6,11,17,91,7,79,4,128,171,186,6,111,17,191,7,79,4
512,546,3457,48,50,15,15,42,48,16,18,65,62,41,41,5,5,4,5,45,35,21,20,50,14,50,19,62,41,5,5,34,19,44,13,42,17,61,36,4,4,30,22,144,113,42,17,61,36,104,4,130,22
513,415,3180,7,9,69,70,14,14,52,55,92,90,21,23,2,2,72,70,38,40,23,23,10,73,14,62,87,25,2,64,45,21,10,76,14,56,96,23,1,59,43,19,10,76,14,156,196,23,101,159,43,19
514,437,3312,65,65,37,37,42,44,49,49,19,17,33,33,18,18,87,87,31,22,82,80,64,37,47,50,14,32,18,88,16,77,59,33,45,44,13,30,18,98,24,84,159,33,45,144,113,30,18,198,124,84
515,513,3005,80,80,35,36,73,72,12,12,1,1,59,60,7,5,69,69,75,74,40,41,81,38,73,12,1,63,4,69,74,43,78,32,73,12,1,68,3,67,77,37,78,32,73,12,1,168,103,167,177,137
516,587,3184,31,30,45,45,27,40,35,34,62,71,3,5,64,64,90,85,43,59,71,80,28,44,42,31,74,5,66,86,64,84,26,39,32,29,77,4,56,88,58,92,26,39,132,29,177,104,56,88,58,192
517,406,3022,75,75,65,64,10,11,82,80,77,74,80,80,52,54,63,67,25,26,4,4,77,62,12,74,67,79,64,71,28,5,66,61,13,77,64,82,58,69,26,4,66,61,13,177,64,182,58,169,26,4
518,508,3116,85,87,55,62,80,87,75,77,35,34,50,51,87,79,16,12,21,25,25,26,87,61,87,77,34,51,78,11,26,27,94,57,96,79,31,46,88,8,22,25,94,57,96,179,131,46,188,108,122,125
519,684,3361,45,55,67,79,75,87,25,16,45,63,48,39,25,19,68,73,55,54,18,19,56,79,87,15,64,36,16,74,54,19,62,84,97,14,58,38,24,80,51,17,62,184,97,114,58,38,124,180,151,17
520,744,3226,62,64,71,76,78,75,32,34,22,21,55,65,55,60,55,70,70,70,60,65,64,76,75,34,21,68,62,77,71,68,59,85,76,29,15,61,56,87,73,69,159,185,176,129,115,161,156,87,173,69
521,1023,3080,29,28,46,43,36,32,38,34,73,71,4,4,94,84,82,77,81,74,3,4,26,35,21,22,69,5,77,71,78,5,23,35,19,21,63,4,79,68,88,4,123,35,19,21,63,104,179,68,188,4
522,688,3430,45,45,39,37,48,48,50,50,70,72,7,8,68,68,49,49,2,2,73,70,43,34,56,47,77,10,67,51,2,69,37,31,62,45,66,10,65,49,1,63,137,131,62,45,66,10,65,149,101,63
523,650,3391,74,72,82,82,82,82,39,42,12,11,28,29,28,28,59,57,26,30,59,55,66,78,79,43,10,31,27,54,32,51,56,78,82,37,10,27,25,51,25,49,56,178,182,137,110,27,125,51,25,149
524,798,3475,24,28,64,68,51,51,50,54,33,31,76,75,34,34,12,11,52,54,48,49,42,72,54,61,28,73,34,10,56,51,32,70,49,64,26,75,28,9,62,48,132,170,49,164,26,75,28,9,62,48
525,652,3046,28,29,71,68,54,53,66,66,2,2,4,4,59,57,1,1,28,28,64,64,31,60,51,67,3,5,53,1,26,59,27,60,47,63,3,4,48,1,22,54,27,60,47,163,3,4,148,1,122,154
526,807,3372,40,40,70,70,28,28,40,40,50,55,70,70,15,15,14,10,14,14,80,80,44,73,32,52,57,76,13,10,10,72,39,73,30,45,53,79,11,9,10,72,39,73,30,145,53,79,11,9,110,172
527,330,3051,75,76,83,84,47,49,23,19,86,80,67,67,56,54,50,50,25,25,80,80,76,87,56,14,78,66,51,51,26,79,79,97,62,13,88,72,49,47,23,81,79,97,62,113,188,72,149,147,123,181
528,428,3333,44,40,70,70,24,17,77,79,60,60,75,72,77,80,81,80,58,55,47,49,36,67,14,80,59,71,81,79,51,51,38,64,13,86,57,69,91,81,48,47,38,64,113,186,157,169,91,181,48,147
529,820,3043,30,35,70,70,55,55,18,15,8,8,85,85,70,70,18,18,75,75,35,35,37,80,66,14,7,87,72,16,81,41,33,86,56,14,5,94,74,24,91,36,33,186,56,14,5,194,174,124,191,36
530,832,3254,75,75,50,50,40,40,5,5,20,20,68,68,60,60,40,40,78,78,65,65,74,54,60,3,26,77,72,49,86,76,80,51,60,2,22,87,71,35,90,85,180,151,160,102,122,87,71,135,90,185
531,677,3421,15,15,70,70,82,78,81,74,69,75,55,53,45,45,39,36,31,30,64,64,13,68,76,73,79,51,44,34,22,62,11,61,79,73,82,49,41,29,20,56,11,161,79,73,82,149,41,129,20,156
532,433,3233,83,82,88,87,78,76,4,3,45,48,73,82,79,79,47,47,82,80,21,21,77,86,74,3,52,88,80,51,79,26,66,90,70,3,54,100,87,48,82,23,66,90,70,3,54,100,187,48,82,123
533,531,3366,85,78,60,65,55,55,72,72,45,52,57,59,25,27,40,45,27,27,75,75,76,66,54,73,54,60,31,50,30,73,85,56,51,75,50,60,29,42,24,71,185,56,151,175,150,160,29,42,24,171
534,988,3002,58,60,4,3,52,52,36,30,7,8,55,57,88,80,70,72,65,53,78,75,63,3,52,25,9,60,78,74,50,73,68,3,45,19,6,60,89,81,44,77,168,3,145,119,106,160,89,81,144,77
535,614,3130,38,45,85,86,65,70,60,65,60,65,22,22,50,50,40,45,65,72,60,60,50,87,74,78,72,22,64,50,79,61,41,94,70,88,72,21,58,44,82,57,141,194,70,188,172,21,58,144,82,57
536,914,3051,75,78,75,75,40,45,17,15,80,80,60,60,50,50,50,50,20,20,70,80,76,87,56,14,78,66,51,51,26,79,79,97,62,13,88,72,49,47,23,81,79,97,62,113,188,72,149,147,123,181
537,222,3449,19,19,56,56,84,84,14,14,60,60,12,12,50,50,26,26,51,51,60,60,19,50,80,12,65,13,50,27,43,57,17,44,86,11,65,11,42,21,37,53,17,144,186,111,165,11,42,121,137,53
538,334,3109,72,65,54,54,55,66,87,82,40,56,85,87,20,17,31,33,74,74,6,6,62,54,65,77,64,88,13,38,74,5,56,50,67,85,58,100,11,32,70,4,156,150,67,85,58,100,11,32,70,104
539,520,3348,11,13,51,51,23,23,58,58,38,40,55,56,86,88,93,92,10,10,77,77,14,52,25,57,44,63,87,86,10,80,14,54,23,53,41,68,99,90,10,87,14,54,23,53,41,168,99,190,110,187
540,542,3121,19,14,68,68,13,16,66,64,63,56,42,44,8,12,35,33,72,71,90,90,14,65,16,60,53,44,12,32,71,87,13,66,16,52,46,41,13,31,68,94,113,166,16,152,146,41,13,31,68,194
541,456,3145,77,75,24,22,28,28,46,45,51,44,83,86,79,77,72,72,8,9,62,64,73,21,28,53,44,87,77,73,9,66,75,19,26,46,40,94,84,73,7,72,175,19,26,146,40,194,84,73,7,72
542,233,3050,45,45,62,68,75,71,68,68,57,57,79,79,66,66,45,45,18,12,86,81,43,71,73,65,53,75,78,34,11,76,37,68,73,67,48,76,88,31,8,80,137,68,73,67,148,176,188,131,108,80
543,720,3420,57,57,79,80,25,30,75,79,26,26,22,24,35,37,25,24,69,68,32,32,64,81,49,86,32,31,44,16,71,32,58,78,43,89,30,29,39,24,74,31,58,78,143,189,30,29,139,124,74,31
544,532,3318,10,10,45,40,51,51,48,48,78,78,30,30,12,12,86,86,84,80,22,31,10,34,48,50,80,26,12,87,77,43,10,29,40,41,86,23,11,97,79,34,10,129,140,141,186,123,111,197,179,134
545,559,3378,65,55,47,44,42,36,70,73,68,62,85,82,69,62,55,46,89,86,62,67,55,49,34,73,64,84,64,47,87,68,53,43,29,75,58,92,59,45,97,69,153,143,129,175,158,192,159,45,97,69
546,1131,3017,47,51,23,23,80,75,47,55,58,61,21,21,32,34,74,73,17,16,81,79,57,18,73,59,65,17,37,73,15,73,53,18,71,57,67,15,33,75,14,75,53,18,171,157,67,15,33,175,114,75
547,508,3471,58,60,82,78,6,5,31,31,87,84,11,11,1,2,9,9,82,79,68,68,62,75,4,31,77,11,2,10,71,66,56,76,3,29,79,8,1,9,68,56,156,176,103,29,179,108,101,9,68,56
548,1072,3283,15,15,39,39,71,71,82,82,50,50,79,79,87,87,57,59,60,60,65,65,15,34,76,81,50,81,87,63,62,66,14,28,79,91,42,91,99,55,56,72,114,128,79,91,142,191,99,55,156,72
549,313,3360,39,39,88,88,45,48,60,66,31,33,88,89,8,10,61,64,53,53,77,77,41,87,50,71,38,87,12,68,53,78,36,94,42,69,32,97,13,69,46,88,36,194,42,169,32,97,13,69,146,188
550,698,3027,44,41,57,55,57,54,39,34,40,38,28,29,78,80,13,11,19,18,68,69,34,54,50,32,19,28,86,12,15,73,31,52,42,31,22,26,90,13,14,75,131,52,42,31,22,26,90,13,114,175
551,554,3016,27,27,30,21,18,15,70,65,71,71,18,27,56,56,55,55,68,66,30,28,27,19,14,61,71,26,54,60,64,25,25,22,12,57,74,23,51,60,59,23,125,22,112,57,74,123,151,160,59,23
552,538,3423,40,46,62,75,88,82,76,75,60,66,79,75,85,85,25,25,62,68,52,55,54,81,77,73,69,75,80,25,77,59,50,91,85,71,67,76,86,19,87,55,150,91,85,171,167,176,186,119,87,155
553,391,3136,90,90,38,38,37,45,4,4,56,56,92,85,32,32,62,62,66,56,38,38,86,48,45,5,59,79,32,64,51,34,88,40,43,4,54,81,25,59,49,31,88,140,43,4,154,181,25,159,149,131
554,1779,3293,78,87,76,75,78,86,32,42,36,41,72,79,46,47,59,65,63,64,2,3,87,75,86,42,41,79,47,65,64,3,94,76,90,32,36,82,45,66,59,3,94,176,190,132,36,182,45,166,159,3
555,418,3279,85,75,20,20,30,35,8,7,90,87,45,50,50,45,60,70,80,75,90,87,74,22,42,7,87,50,45,73,73,87,81,20,32,5,96,42,44,76,71,93,81,20,132,5,96,42,44,76,171,93
556,622,3199,74,75,65,65,13,11,53,52,45,50,41,42,45,47,64,68,15,14,68,68,78,69,9,51,55,50,57,74,12,68,88,67,7,49,53,42,53,70,12,62,188,167,107,149,153,142,53,70,12,162
557,580,3408,19,10,8,8,63,63,69,69,5,5,45,48,32,32,8,8,81,81,67,65,12,9,59,65,4,51,51,10,80,62,12,6,57,65,3,47,47,9,86,56,12,106,157,165,103,47,147,9,186,156
558,707,3469,31,35,49,49,16,16,91,91,75,75,35,35,40,40,19,19,65,65,81,81,49,51,17,86,75,48,43,19,67,77,43,48,15,88,76,33,36,17,65,85,143,48,15,88,176,133,136,17,65,85
559,501,3369,11,11,62,67,31,31,59,59,62,59,38,42,70,70,56,56,85,85,2,2,13,81,43,59,53,50,72,63,87,3,11,91,34,54,48,42,70,68,94,3,11,91,134,154,148,142,170,168,94,3
560,446,3038,5,5,82,82,88,88,27,27,34,34,61,61,59,59,81,81,90,90,88,88,7,79,81,27,33,67,53,72,87,88,5,82,91,21,27,65,46,72,94,98,105,82,191,121,127,65,146,172,94,198
561,454,3117,65,60,41,38,72,75,70,73,69,73,85,86,68,66,31,28,65,72,40,41,54,32,77,81,74,87,64,16,80,31,49,25,85,92,70,93,59,16,86,29,49,25,85,92,70,93,159,116,186,29
562,791,3256,65,68,49,45,52,52,56,63,65,65,62,72,43,42,56,55,78,75,81,72,69,45,50,61,60,72,34,54,72,73,67,43,41,64,52,71,28,52,74,77,167,43,141,164,152,71,28,52,174,77
563,260,3305,49,47,51,53,81,78,53,52,38,41,83,77,81,74,86,86,13,13,81,78,44,55,72,51,43,73,69,87,14,73,39,53,72,48,36,71,67,95,12,75,39,153,172,48,136,171,167,95,112,75
564,524,3240,12,12,19,22,9,9,80,85,90,90,46,45,78,73,5,5,28,34,36,35,12,26,10,81,87,47,64,5,43,34,13,22,10,92,95,45,58,4,34,28,13,122,10,92,95,45,158,104,34,128
565,353,3224,52,53,45,38,43,40,67,70,23,20,69,70,67,70,53,52,58,64,9,10,53,31,35,73,16,71,75,51,66,10,46,29,35,73,16,74,76,48,56,10,146,29,35,73,16,74,176,48,56,10
566,393,3035,86,80,53,60,46,46,24,23,67,67,87,85,9,9,25,25,52,52,86,70,72,64,44,21,64,81,9,26,51,72,71,58,40,19,59,91,6,22,47,74,71,58,40,19,159,191,106,122,47,174
567,537,3086,13,12,68,69,57,56,62,62,42,28,78,78,86,86,74,77,10,11,53,54,10,73,50,51,22,77,86,81,12,57,9,77,42,46,20,66,100,92,13,53,109,77,42,46,120,66,200,92,13,53
568,683,3466,72,72,76,82,78,76,29,28,68,70,50,49,12,12,69,75,54,51,78,80,71,87,73,25,74,52,12,79,52,82,68,96,77,23,80,45,12,83,50,99,68,196,77,23,180,145,12,83,50,199
569,435,3470,33,29,7,8,65,70,13,11,77,83,74,70,76,76,25,30,25,34,41,46,31,9,72,13,79,72,76,27,32,48,29,7,70,11,84,72,79,21,25,38,29,107,170,11,184,172,79,121,25,138
570,972,3131,38,50,17,16,83,83,88,87,19,19,10,12,66,70,33,33,95,90,54,64,51,16,81,86,19,13,73,34,87,65,49,16,91,90,17,11,77,31,94,67,149,16,191,90,117,11,77,131,194,67
571,531,3351,35,33,90,90,32,36,37,40,10,10,50,55,1,1,28,30,88,85,20,25,32,88,44,51,11,59,2,34,86,27,31,98,40,47,8,55,1,31,100,21,31,198,40,47,108,155,101,131,200,121
572,244,3417,75,80,38,35,50,53,3,4,21,20,85,85,88,88,86,87,86,86,45,50,80,34,54,4,19,87,88,87,86,50,87,30,51,3,17,96,100,94,88,42,187,130,51,103,17,96,100,194,88,142
573,521,3196,72,72,78,78,12,11,90,88,12,12,38,39,1,1,87,87,44,46,52,52,73,79,10,86,11,44,1,86,52,54,77,82,10,89,8,40,1,90,54,50,77,82,110,189,108,40,1,90,54,150
574,341,3214,67,63,3,3,73,71,88,85,38,37,35,32,41,42,45,45,82,77,8,9,64,3,73,87,37,30,48,51,79,10,59,3,71,94,33,24,33,47,83,8,159,3,171,94,33,24,133,147,83,8
575,614,3091,63,75,71,70,60,62,64,65,19,15,31,30,33,17,21,21,67,68,79,83,79,67,64,67,14,25,15,19,71,87,82,65,59,64,12,18,14,22,68,93,82,65,59,64,112,118,114,22,68,93
576,554,3345,22,21,37,35,9,8,61,54,26,24,70,70,10,10,48,46,11,11,10,10,19,34,7,50,21,68,9,43,12,10,17,29,5,44,19,69,6,37,13,10,117,129,105,144,19,69,106,137,13,10
577,486,3405,26,27,75,75,80,80,58,57,11,11,32,32,72,72,70,74,24,24,74,78,32,88,85,62,10,32,80,76,26,79,25,100,98,61,10,31,86,85,23,84,25,100,98,61,110,31,186,185,123,184
578,252,3336,7,8,24,35,65,68,74,73,75,79,75,80,80,80,54,55,75,75,28,32,8,43,68,73,79,81,79,59,73,34,6,34,62,75,82,92,81,54,71,28,6,134,162,75,182,92,181,154,171,28
579,555,3478,33,35,18,16,35,35,40,45,65,67,75,78,34,36,33,40,45,56,80,83,44,14,36,55,77,87,43,50,51,87,39,14,38,53,66,96,37,42,48,93,139,14,38,153,66,96,137,42,48,93
580,485,3110,43,43,48,49,39,41,40,38,36,38,75,75,73,75,37,24,18,17,66,63,43,52,43,35,41,76,77,16,15,61,37,50,36,35,36,80,66,24,14,57,37,50,136,35,36,80,66,124,114,57
581,486,3135,82,85,90,85,85,87,25,27,60,70,75,80,78,74,65,60,9,9,55,54,87,82,87,27,71,80,74,60,10,54,93,99,97,25,68,86,80,52,9,51,93,199,97,125,68,186,180,152,9,151
582,447,3299,19,19,83,83,76,74,54,54,49,45,72,76,40,45,17,14,6,6,68,68,19,71,74,54,45,76,44,14,7,66,17,74,81,50,44,79,40,12,5,72,17,74,81,150,44,79,40,112,5,72
583,805,3473,67,67,24,24,54,54,65,65,68,68,63,63,19,17,73,73,33,33,37,37,65,19,44,53,73,63,14,60,35,27,65,17,39,48,83,55,13,60,35,21,165,17,39,148,183,55,113,60,35,121
584,817,3095,5,4,72,72,67,67,66,66,31,31,34,34,10,10,27,27,13,13,1,1,4,72,68,65,43,43,10,33,12,1,3,70,69,66,34,36,9,27,12,1,103,170,69,166,134,136,9,127,12,1
585,474,3372,40,39,72,68,34,32,49,47,56,57,75,76,18,13,12,10,13,10,78,74,44,73,32,52,57,76,13,10,10,72,39,73,30,45,53,79,11,9,10,72,39,73,30,145,53,79,11,9,110,172
586,335,3091,83,80,74,68,68,68,71,71,15,15,21,22,18,18,17,17,71,71,87,87,79,67,64,67,14,25,15,19,71,87,82,65,59,64,12,18,14,22,68,93,82,65,59,64,112,118,114,22,68,93
587,289,3214,65,65,2,2,75,75,87,87,32,33,28,28,42,42,47,47,82,82,7,7,64,3,73,87,37,30,48,51,79,10,59,3,71,94,33,24,33,47,83,8,159,3,171,94,33,24,133,147,83,8
588,1172,3267,93,91,6,7,48,52,2,2,78,74,8,7,80,83,11,11,60,64,90,91,78,10,59,3,76,9,86,12,67,87,89,10,57,2,79,7,100,13,63,97,89,10,157,102,79,7,200,13,163,97
589,507,3361,50,56,77,78,85,86,30,18,50,62,45,36,29,26,69,74,50,52,19,19,56,79,87,15,64,36,16,74,54,19,62,84,97,14,58,38,24,80,51,17,62,184,97,114,58,38,124,180,151,17
590,685,3297,32,33,9,8,15,15,80,85,48,48,53,58,73,82,59,68,55,58,62,69,34,9,14,87,45,60,87,74,64,77,29,7,12,94,44,52,96,70,58,86,129,7,112,194,44,152,196,70,158,86
591,541,3324,67,65,56,52,30,19,67,65,35,38,80,80,62,55,79,73,87,87,75,72,63,52,18,59,38,79,51,72,87,71,68,54,18,57,32,82,47,70,97,73,168,54,18,157,32,82,47,170,97,173
592,617,3193,74,74,55,55,75,75,74,74,32,28,35,35,32,32,70,70,28,24,78,80,73,55,74,73,21,34,31,65,16,86,83,53,70,77,19,30,27,67,24,100,183,153,70,77,19,130,27,67,124,200
593,370,3311,9,9,87,84,85,77,79,79,42,37,29,29,80,80,37,45,87,86,33,30,10,82,76,77,34,31,79,47,85,28,10,99,85,84,30,27,82,45,98,26,110,199,185,84,130,27,182,45,98,26
594,549,3415,2,2,1,1,6,8,22,21,47,58,17,17,28,28,78,84,82,84,17,17,3,1,10,19,60,19,28,87,88,16,2,1,8,22,60,17,26,94,100,16,102,1,8,22,160,17,26,194,100,16
595,477,3280,52,53,84,85,35,39,77,74,90,88,63,68,14,14,51,49,7,6,89,84,50,86,44,74,87,73,14,51,5,81,42,90,40,81,99,75,12,47,4,78,142,190,40,81,99,175,112,47,4,78
596,455,3111,82,80,77,79,91,90,62,64,57,60,75,75,4,5,39,40,80,80,36,35,74,81,85,66,64,79,7,43,79,33,70,91,98,72,59,82,5,36,82,27,70,91,98,72,59,82,5,136,182,127
597,240,3057,38,38,50,65,72,72,40,40,78,78,45,45,7,7,14,14,30,30,35,35,50,71,66,34,72,51,5,16,22,47,41,69,72,28,71,48,4,16,21,45,141,169,72,128,71,48,104,16,21,45
598,380,3166,16,16,19,19,70,65,65,65,7,9,82,85,11,10,70,70,6,9,12,13,17,19,61,73,10,86,10,71,10,14,15,22,57,83,10,89,10,69,8,12,15,22,57,183,10,189,110,169,8,112
599,289,3225,3,4,82,82,61,63,86,86,72,72,36,36,8,8,34,34,76,76,15,15,7,86,68,87,71,36,10,33,79,15,5,90,69,99,69,38,10,27,82,14,5,90,69,99,169,38,10,127,182,114
600,593,3408,12,12,9,9,61,60,58,62,5,4,38,46,57,55,10,10,81,80,69,65,12,9,59,65,4,51,51,10,80,62,12,6,57,65,3,47,47,9,86,56,12,106,157,165,103,47,147,9,186,156
601,373,3434,4,4,37,34,71,69,44,45,62,63,41,43,73,73,57,57,58,60,32,35,5,34,67,50,66,49,73,59,62,38,4,31,64,44,72,43,73,57,56,32,104,131,64,144,72,143,73,157,156,32
602,471,3013,70,70,55,52,48,46,70,68,35,33,80,80,54,52,3,3,48,46,68,65,73,45,44,65,32,81,51,3,44,64,73,43,40,67,26,91,47,3,41,58,73,43,40,67,126,191,47,3,41,158
603,1350,3406,41,41,23,17,82,85,30,28,12,12,19,19,38,38,78,78,80,79,78,78,44,12,95,27,10,19,43,87,77,86,40,12,95,25,10,17,36,97,85,90,40,12,195,125,10,17,136,97,85,190
604,732,3377,30,30,25,18,7,7,57,55,70,65,35,32,65,70,60,70,80,80,70,65,30,16,9,53,67,31,68,66,77,60,24,16,7,48,64,29,61,56,85,52,24,116,107,148,64,29,161,56,85,152
605,440,3105,78,79,44,44,80,80,75,70,65,70,45,47,30,30,28,28,44,44,53,59,81,47,77,67,81,51,27,28,43,64,78,45,79,64,91,47,25,26,37,58,78,45,179,64,91,147,125,26,137,58
606,398,3369,13,13,65,72,35,35,60,60,54,54,43,43,68,68,55,55,85,85,3,3,13,81,43,59,53,50,72,63,87,3,11,91,34,54,48,42,70,68,94,3,11,91,134,154,148,142,170,168,94,3
607,373,3365,42,38,70,70,28,28,78,78,7,7,87,87,72,78,83,83,14,16,64,64,34,72,26,72,7,86,81,81,19,67,31,70,22,74,5,88,91,91,17,65,131,170,122,174,105,88,91,191,117,65
608,325,3283,19,16,32,32,70,73,70,78,47,48,83,82,80,85,56,58,60,60,68,67,15,34,76,81,50,81,87,63,62,66,14,28,79,91,42,91,99,55,56,72,114,128,79,91,142,191,99,55,156,72
609,600,3235,54,58,49,58,11,10,62,60,75,80,63,63,86,77,27,29,72,72,3,3,65,65,10,54,84,64,78,31,72,3,66,65,10,52,93,58,89,27,72,2,166,165,110,52,193,158,89,27,172,2
610,793,3458,51,51,65,65,86,86,54,54,91,89,24,24,51,51,82,81,10,10,13,12,51,68,86,63,88,26,55,79,9,12,49,61,90,68,98,22,53,83,7,12,149,161,190,168,198,122,153,83,107,12
611,530,3261,54,54,48,48,32,29,75,74,51,49,38,16,14,14,8,8,56,56,62,62,65,55,22,71,49,16,14,10,51,71,67,53,20,73,43,24,12,10,46,68,67,153,120,173,143,124,112,10,46,68
612,592,3478,45,45,14,14,45,45,60,60,70,70,85,85,50,50,50,50,50,50,85,85,44,14,36,55,77,87,43,50,51,87,39,14,38,53,66,96,37,42,48,93,139,14,38,153,66,96,137,42,48,93
613,355,3316,32,32,65,66,2,2,17,17,4,4,40,45,50,53,70,74,55,50,50,52,31,67,1,15,4,50,55,78,50,54,29,64,1,14,3,41,53,89,44,52,29,64,1,114,103,141,153,89,144,52
614,283,3037,76,75,12,11,63,67,75,77,15,16,75,76,83,80,41,52,78,77,19,24,73,10,69,80,17,77,79,55,77,25,75,10,67,87,15,66,84,53,79,23,75,110,167,187,15,66,184,153,179,23
615,443,3053,57,58,52,53,27,17,65,70,1,1,68,70,70,70,45,44,72,74,45,58,62,54,15,77,2,74,71,43,76,63,56,51,14,66,1,70,74,37,80,68,156,51,114,66,101,70,74,137,80,168
616,345,3110,55,48,56,55,40,41,38,37,32,40,73,75,71,76,29,22,25,17,70,65,43,52,43,35,41,76,77,16,15,61,37,50,36,35,36,80,66,24,14,57,37,50,136,35,36,80,66,124,114,57
617,204,3038,6,6,77,77,73,77,26,26,29,31,52,63,56,55,80,77,85,87,90,90,7,79,81,27,33,67,53,72,87,88,5,82,91,21,27,65,46,72,94,98,105,82,191,121,127,65,146,172,94,198
618,465,3276,35,30,37,40,80,80,60,55,22,22,47,52,75,75,60,60,70,70,85,85,16,51,75,52,22,56,74,63,68,86,24,47,76,54,20,62,80,55,61,89,124,147,176,54,20,62,180,55,161,189
619,404,3226,72,68,76,76,82,78,26,30,35,24,74,71,69,66,68,73,78,75,62,65,64,76,75,34,21,68,62,77,71,68,59,85,76,29,15,61,56,87,73,69,159,185,176,129,115,161,156,87,173,69
620,406,3175,38,38,62,65,19,19,70,72,34,34,76,78,84,85,32,40,59,61,37,39,35,68,18,76,36,80,87,51,64,44,35,61,18,79,38,86,94,47,58,41,35,161,18,79,38,186,194,147,158,41
621,690,3163,84,71,40,40,81,79,72,69,3,3,81,80,78,82,27,34,77,72,75,71,74,44,76,73,3,77,87,49,73,73,70,40,85,76,3,85,97,43,71,75,70,40,185,76,3,85,197,143,171,175
622,485,3227,9,9,75,80,22,18,78,78,10,12,73,73,69,71,76,74,69,69,71,74,10,86,16,78,13,73,73,73,68,77,10,100,24,88,11,77,71,75,62,66,110,200,124,188,11,77,171,75,162,66
623,1195,3492,50,52,47,51,49,50,24,24,81,80,83,77,62,60,47,48,60,65,35,35,51,50,51,25,81,72,61,48,69,34,47,42,48,23,78,72,64,38,63,30,47,42,48,23,78,172,164,138,63,130
624,362,3161,18,21,60,54,25,18,18,26,40,49,65,51,45,44,75,74,35,38,35,31,21,54,18,26,49,51,44,74,38,31,19,51,18,23,35,49,41,80,32,29,19,51,18,123,135,149,41,180,32,29
625,453,3375,80,85,40,38,80,82,2,1,8,8,13,12,70,72,90,80,90,88,11,11,88,34,86,1,9,12,74,77,87,11,100,28,100,1,6,12,81,85,93,8,100,28,200,1,106,12,81,85,93,108
626,634,3037,73,73,12,11,60,66,78,79,16,16,82,79,84,81,52,54,88,81,17,23,73,10,69,80,17,77,79,55,77,25,75,10,67,87,15,66,84,53,79,23,75,110,167,187,15,66,184,153,179,23
627,445,3037,75,75,12,11,76,72,79,79,13,16,70,75,82,80,45,50,78,78,19,25,73,10,69,80,17,77,79,55,77,25,75,10,67,87,15,66,84,53,79,23,75,110,167,187,15,66,184,153,179,23
628,494,3358,74,74,6,6,77,75,42,38,46,48,39,38,80,80,2,3,69,70,2,2,75,8,71,34,50,36,81,3,71,3,76,6,74,28,42,38,92,2,68,2,176,6,74,128,142,38,92,102,68,2
629,643,3222,80,80,50,50,22,20,65,65,48,58,50,48,50,50,45,50,60,58,70,65,78,51,16,68,56,43,55,52,54,61,88,48,16,69,62,37,53,54,49,57,188,48,16,69,62,37,153,54,49,57
630,399,3411,66,58,27,22,5,5,85,82,45,48,75,78,35,40,45,50,65,63,70,70,55,16,5,77,52,79,41,54,61,72,53,16,4,85,54,84,36,51,57,72,153,116,4,85,54,184,36,51,57,172
631,730,3332,59,60,74,75,5,4,6,6,46,42,2,3,6,5,53,47,21,22,79,78,54,75,4,7,34,3,5,44,21,77,50,76,3,5,31,2,4,39,19,79,150,176,103,105,131,102,104,39,19,179
632,556,3050,32,34,65,65,74,73,68,68,55,55,74,74,78,78,25,32,14,14,68,70,43,71,73,65,53,75,78,34,11,76,37,68,73,67,48,76,88,31,8,80,137,68,73,67,148,176,188,131,108,80
633,495,3174,3,2,11,12,62,65,74,76,5,8,8,9,65,68,91,89,20,24,3,3,2,12,72,79,9,9,71,87,26,3,1,12,70,82,7,6,69,94,23,3,101,12,170,82,7,106,169,194,123,3
