Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
126,366,3362,85,80,30,35,23,16,35,35,45,50,5,8,15,13,80,75,5,10,50,62,78,35,16,35,52,8,13,72,10,62,78,27,16,28,47,6,11,70,10,52,178,127,16,128,147,6,11,170,10,152
127,599,3481,32,33,28,38,25,23,63,68,61,63,34,31,85,86,29,28,77,79,81,72,34,42,22,72,60,32,85,27,78,65,26,36,15,76,64,27,90,18,82,66,126,36,115,76,164,27,90,118,82,166
128,620,3378,78,78,80,80,82,82,85,85,63,63,91,91,40,40,45,45,37,37,70,70,72,74,78,84,65,85,45,52,45,70,75,85,84,99,59,98,41,33,32,74,175,185,184,99,59,198,41,133,132,74
129,329,3121,42,46,53,65,7,10,43,60,32,39,33,25,80,85,27,33,60,66,30,27,45,62,10,58,42,22,85,32,67,22,37,61,8,53,36,20,97,29,65,20,37,61,8,53,36,120,197,29,65,20
130,506,3024,40,45,83,83,23,25,90,90,1,1,65,65,8,8,55,52,45,45,50,50,55,82,34,85,1,68,10,52,45,50,53,100,26,88,1,63,9,46,37,43,153,200,126,88,1,163,9,46,137,143
131,327,3448,80,80,72,72,88,88,7,8,22,25,40,34,65,65,20,17,35,34,65,64,78,70,85,9,27,32,67,16,32,62,92,61,94,7,22,29,65,16,31,52,92,161,94,107,122,29,65,116,31,152
132,610,3165,75,75,78,75,80,75,85,85,2,3,50,55,8,8,38,40,68,74,16,14,75,72,75,85,5,55,10,45,75,12,76,72,85,94,4,52,9,36,84,11,176,172,85,94,4,52,9,136,84,111
133,433,3041,15,15,16,17,65,65,52,54,19,21,66,70,53,51,75,75,80,82,48,50,14,18,65,55,22,72,52,78,85,52,12,15,58,46,15,76,42,92,90,54,112,15,158,146,115,76,142,92,90,54
134,327,3106,86,82,91,84,78,76,31,32,52,53,7,10,19,19,35,35,79,76,90,88,75,75,68,35,60,12,22,35,72,85,76,85,64,38,64,13,15,27,81,94,176,85,64,38,164,13,115,127,81,194
135,458,3131,56,55,71,73,21,21,28,25,65,71,49,47,50,52,30,41,39,37,45,50,54,72,22,22,78,45,52,45,35,50,48,74,21,20,82,43,42,32,31,38,148,174,21,120,82,43,142,132,131,138
136,502,3404,8,8,74,74,14,13,68,66,80,80,77,77,43,45,33,33,59,59,37,37,9,78,10,60,85,78,52,35,65,32,7,82,9,57,88,83,47,29,59,24,107,182,109,157,88,83,147,129,159,24
137,410,3074,42,40,18,18,12,12,28,28,35,32,80,80,80,80,45,48,5,5,90,90,22,16,12,28,27,85,82,52,4,95,21,16,8,25,18,89,93,41,3,95,21,16,108,125,118,189,193,141,103,195
138,318,3211,72,70,78,77,80,80,38,44,43,40,45,46,44,47,50,50,8,9,23,27,65,74,78,50,35,48,50,52,13,32,72,85,82,38,30,45,40,54,11,29,72,185,182,138,130,45,140,54,11,29
139,772,3169,75,72,67,72,52,52,8,7,55,55,18,18,10,10,70,70,9,10,85,78,72,72,48,7,55,18,10,70,10,78,70,72,45,5,62,15,6,67,8,91,170,172,45,105,62,15,106,167,8,191
140,818,3124,73,70,35,35,92,92,90,90,3,4,96,95,15,15,50,65,75,80,55,55,60,35,85,72,5,85,14,75,85,55,57,31,90,80,4,97,24,70,96,62,157,131,190,180,4,197,124,70,96,62
141,484,3085,68,70,80,82,26,24,75,80,78,80,76,76,75,74,68,65,80,80,70,70,72,85,22,85,82,75,72,60,75,68,77,97,19,100,98,80,75,55,89,69,77,97,19,100,98,80,175,155,89,69
142,500,3360,77,79,86,85,13,13,17,17,36,42,68,69,28,28,72,74,8,9,2,2,82,82,13,18,55,72,28,78,10,1,98,100,11,18,62,75,25,81,8,1,98,200,11,18,62,175,125,181,8,1
143,600,3013,72,70,22,27,65,56,79,77,90,80,9,9,23,22,75,69,70,71,35,38,72,28,52,75,75,8,20,68,72,34,75,26,49,70,88,6,17,63,74,25,175,26,149,70,188,6,117,163,174,25
144,554,3221,34,35,84,82,79,76,30,29,66,65,25,26,81,77,72,76,80,82,54,56,35,78,72,27,65,27,73,78,85,58,28,83,75,23,72,19,73,91,96,53,28,83,75,123,72,119,73,91,196,53
145,367,3193,78,78,42,40,7,10,61,67,44,47,33,33,19,18,26,28,24,30,69,66,78,35,10,68,52,35,18,28,34,65,92,35,10,56,47,28,18,25,25,59,92,35,10,56,147,28,18,125,25,59
146,404,3150,64,68,73,74,52,53,31,33,32,38,68,68,44,46,12,11,81,82,86,85,72,78,55,35,42,68,52,10,85,82,71,91,53,28,36,64,42,9,93,78,71,91,153,128,36,64,142,9,93,78
147,524,3467,37,39,81,81,30,31,45,49,77,76,66,69,70,66,40,43,6,65,12,12,52,82,34,52,75,70,62,45,75,12,41,92,26,46,84,74,57,39,85,8,141,192,126,46,84,74,57,39,85,108
148,519,3369,37,41,36,44,54,59,88,91,40,46,83,75,62,62,85,82,85,78,63,67,45,52,65,95,55,78,62,76,75,72,39,41,59,95,50,91,52,79,70,68,39,141,59,195,150,91,152,179,70,68
149,576,3374,39,44,41,41,60,61,45,40,9,9,24,28,75,79,84,90,36,36,36,41,48,45,62,35,10,32,82,95,38,45,45,41,52,35,9,30,92,95,33,39,45,41,152,35,9,30,192,195,33,139
150,530,3312,25,22,70,72,78,82,63,68,72,76,6,7,10,12,68,70,35,43,75,73,18,72,85,72,78,7,12,70,45,73,22,74,88,71,81,5,13,74,43,73,22,174,88,71,181,5,13,74,43,73
151,649,3314,42,45,28,25,39,38,90,85,50,52,42,42,75,78,65,65,25,30,68,64,52,52,35,82,62,55,78,60,35,62,42,35,29,92,52,51,86,60,28,57,142,135,129,192,152,151,186,60,28,57
152,349,3363,67,67,51,51,51,51,67,68,74,76,65,66,34,34,74,74,52,52,19,19,63,55,55,72,78,68,35,75,55,19,56,53,49,81,81,64,28,87,62,17,156,153,49,81,181,64,28,87,62,17
153,496,3450,88,83,51,53,95,85,42,48,53,53,18,21,61,63,87,87,44,45,42,42,75,55,78,52,55,22,65,85,50,52,87,51,84,42,52,15,58,95,40,47,87,51,184,142,52,115,58,95,140,47
154,458,3169,68,70,75,72,34,40,7,7,55,55,14,17,5,8,64,68,9,10,83,80,72,72,48,7,55,18,10,70,10,78,70,72,45,5,62,15,6,67,8,91,170,172,45,105,62,15,106,167,8,191
155,378,3071,34,35,29,30,10,10,15,15,34,36,13,13,29,28,27,27,8,7,65,65,52,35,10,16,52,10,28,27,5,70,47,28,8,16,35,9,21,18,4,74,47,28,8,16,135,109,121,118,4,74
156,906,3205,76,77,37,45,70,72,59,65,62,68,52,55,47,52,67,66,49,53,7,9,78,52,75,68,70,62,54,65,60,9,99,47,89,63,83,52,48,66,60,7,199,147,89,163,183,152,148,166,160,107
157,458,3213,30,32,75,72,12,12,48,50,60,65,68,65,9,9,27,32,75,82,90,93,35,70,12,52,68,65,10,34,85,95,27,74,12,46,69,59,9,26,96,95,127,74,12,46,69,59,9,126,196,195
158,302,3398,47,52,38,38,37,43,76,75,61,63,55,59,78,76,58,56,4,5,84,84,55,35,45,72,65,60,75,54,5,82,50,35,37,74,58,55,88,48,4,98,150,35,137,174,58,155,188,148,104,98
159,403,3464,84,82,78,76,32,36,65,65,68,67,92,94,65,57,49,51,72,71,46,40,78,72,45,67,65,95,54,54,70,32,87,70,34,65,59,95,48,45,62,31,187,170,134,65,59,195,148,145,162,31
160,750,3375,56,57,68,66,29,30,37,36,6,7,5,6,43,49,68,71,85,85,84,84,60,62,35,35,8,7,55,72,85,85,60,57,29,35,6,5,53,77,90,89,60,57,129,35,6,105,153,77,90,189
161,426,3135,60,62,13,13,65,65,64,65,37,36,75,76,55,58,67,57,40,48,59,60,65,13,65,68,35,78,65,52,54,60,58,11,59,69,28,92,55,46,45,64,58,11,59,69,28,92,55,46,145,164
162,298,3016,81,88,81,82,78,78,17,15,45,47,60,66,4,5,48,50,88,87,33,37,95,85,78,12,52,70,5,55,85,45,95,96,82,11,54,67,4,49,89,32,195,196,182,111,54,167,4,49,189,132
163,261,3356,75,75,42,45,40,35,56,58,42,40,72,73,45,46,66,68,47,48,70,70,75,52,22,65,28,78,52,70,52,68,70,35,21,58,25,82,33,73,47,63,70,135,21,58,125,82,133,173,47,163
164,463,3238,38,38,46,48,9,9,68,70,23,25,69,70,52,57,30,30,75,75,40,38,45,52,10,73,28,68,62,35,76,40,41,50,9,77,25,64,61,28,79,32,41,50,9,177,125,64,61,28,179,32
165,912,3424,75,75,73,75,40,50,80,80,85,82,5,5,16,16,77,73,15,14,83,80,78,75,55,75,74,8,16,72,14,75,78,88,50,89,85,6,16,75,12,76,178,188,150,89,185,6,116,175,112,176
166,889,3006,27,35,71,85,8,9,76,74,72,72,6,5,6,5,82,70,32,27,53,52,35,85,10,74,72,4,5,70,28,52,28,96,7,71,81,3,4,83,26,42,28,196,7,171,81,103,104,183,26,42
167,626,3241,31,24,38,35,79,78,26,26,71,78,84,82,38,48,58,52,74,74,32,45,22,35,72,28,78,78,52,52,72,45,20,28,75,26,91,84,47,54,71,39,20,128,75,26,91,184,147,54,71,39
168,341,3395,3,3,33,51,37,38,5,4,73,95,82,80,42,40,85,85,23,21,51,51,2,52,42,3,95,75,35,85,18,52,1,33,36,2,95,89,30,95,18,50,101,133,36,2,195,89,130,95,18,50
169,362,3343,68,73,41,51,21,21,29,30,58,54,62,62,43,44,59,62,18,18,35,35,73,54,22,32,52,62,45,65,19,35,77,45,19,29,46,61,44,55,17,28,177,145,19,29,46,61,44,55,17,28
170,278,3491,32,32,9,9,47,47,68,68,35,35,56,59,80,80,3,3,29,25,42,42,28,12,45,65,42,65,85,5,22,45,26,13,44,67,36,59,97,4,20,34,26,13,44,67,36,159,197,4,120,34
171,544,3437,64,64,70,69,37,30,70,70,74,73,48,49,34,41,33,30,63,63,42,42,65,65,27,70,72,50,45,22,60,45,65,67,23,74,69,43,34,19,55,36,165,67,123,74,169,143,134,19,155,136
172,852,3367,57,53,40,37,17,18,41,42,69,73,33,47,43,40,80,83,74,73,77,77,52,35,18,45,78,52,35,85,72,78,47,27,15,40,91,35,28,100,71,92,47,127,15,40,91,135,128,100,71,92
173,1332,3226,83,83,48,52,28,26,30,27,42,45,58,62,58,51,71,64,36,22,67,61,85,55,27,28,45,65,52,65,14,60,90,50,19,26,40,72,44,58,24,60,190,150,119,26,40,72,144,158,124,60
174,472,3237,38,28,50,50,46,48,6,6,82,82,80,75,76,75,28,28,68,68,35,35,22,52,50,8,82,72,72,27,65,32,20,47,40,6,98,68,70,18,55,29,20,47,140,6,98,68,170,118,55,29
175,406,3307,53,53,7,5,80,85,55,55,90,85,10,10,17,24,85,82,82,86,7,8,55,4,95,55,85,8,25,82,85,9,51,3,95,50,97,6,23,78,93,7,51,103,195,150,197,6,23,78,93,107
176,337,3230,69,70,83,84,2,3,32,36,17,17,28,25,89,88,58,54,62,63,15,14,74,85,3,45,18,22,85,54,65,13,71,95,2,37,18,21,90,48,72,11,171,95,102,37,18,21,90,148,72,11
177,591,3372,23,22,49,46,67,65,61,56,48,53,81,81,20,22,87,86,10,11,66,69,19,45,65,55,58,82,22,84,12,72,17,43,59,52,53,98,19,99,13,81,17,43,59,52,53,98,19,99,13,81
178,374,3162,31,15,52,52,29,45,70,70,55,59,75,77,78,73,7,7,3,3,25,26,15,52,50,82,62,78,72,7,3,27,14,33,38,98,57,82,72,5,3,18,114,133,138,98,57,82,172,105,3,118
179,403,3239,55,60,58,68,70,73,40,40,17,19,10,10,80,74,90,93,80,85,20,23,65,74,75,45,22,12,70,95,75,27,55,71,79,32,15,8,74,95,86,22,55,171,79,132,115,108,74,195,86,122
180,542,3049,11,11,77,77,23,23,74,74,27,30,82,82,41,40,68,68,30,30,46,46,10,76,22,75,34,85,27,70,22,45,9,79,19,86,26,90,19,63,20,41,9,179,19,86,126,90,119,63,20,41
181,395,3347,66,66,75,75,77,77,42,48,68,75,16,12,7,5,50,50,17,16,33,43,65,75,76,52,78,12,5,52,15,45,66,85,79,48,78,8,4,50,14,37,166,85,179,48,178,108,4,50,114,137
182,361,3158,60,58,75,80,70,70,13,13,30,39,50,55,25,27,37,45,85,85,80,85,55,84,72,13,45,60,27,50,85,85,53,99,76,11,37,54,19,40,88,90,153,99,76,11,137,154,119,140,88,190
183,287,3116,65,65,85,80,23,26,31,40,6,5,35,35,70,69,60,60,25,35,3,3,67,75,28,45,5,34,68,60,42,3,65,84,21,34,4,26,63,57,36,3,65,84,121,134,104,126,163,157,36,3
184,518,3245,4,6,11,11,8,8,72,72,30,30,85,83,52,53,76,76,55,68,68,78,7,10,8,72,28,82,55,75,70,78,5,9,6,69,26,98,52,88,63,92,5,9,6,169,26,98,52,188,63,92
185,538,3295,46,48,33,36,32,20,49,51,24,20,9,9,4,3,38,44,67,67,77,81,52,40,14,54,16,10,3,50,67,85,47,32,24,45,16,10,3,38,65,93,47,32,124,145,116,10,3,138,65,93
186,385,3176,82,80,57,56,37,44,58,56,75,74,56,60,75,73,24,20,53,53,87,82,78,55,52,54,72,62,70,19,52,75,91,52,35,45,80,52,73,17,48,89,191,52,135,145,180,152,173,17,48,89
187,520,3435,38,55,32,45,75,72,35,45,10,9,28,28,28,24,6,5,68,66,75,76,62,52,70,50,9,28,22,5,65,78,68,33,73,40,7,26,20,4,67,91,168,133,173,140,107,26,20,104,67,191
188,490,3413,5,5,30,31,59,55,34,30,53,54,76,76,70,65,79,79,69,69,97,97,5,35,52,27,52,75,67,78,72,95,4,29,49,22,48,86,65,92,68,95,4,129,149,122,48,86,65,92,68,195
189,406,3200,52,52,58,54,63,62,5,4,82,82,83,83,65,63,72,75,41,42,26,27,52,52,60,3,85,84,62,78,45,28,42,49,60,3,94,99,52,81,39,26,142,149,60,3,94,99,152,181,139,26
190,580,3159,25,25,16,16,24,24,84,80,85,84,72,75,4,5,66,66,50,50,82,82,27,14,22,78,78,75,7,65,52,78,23,14,20,82,86,87,5,66,47,87,123,14,20,182,186,87,105,166,147,187
191,416,3242,63,63,80,80,42,43,82,82,20,20,80,80,65,68,62,65,7,7,78,75,70,78,48,84,20,85,75,72,8,73,74,78,45,99,17,97,87,76,6,77,74,178,45,99,117,197,87,76,6,177
192,350,3410,25,20,9,10,32,33,78,80,45,50,62,62,6,6,28,28,70,70,72,72,20,12,35,85,60,65,7,28,72,72,17,13,28,97,60,59,5,26,75,80,117,13,28,97,160,59,5,26,175,180
193,657,3404,9,9,70,75,12,11,58,59,75,80,65,72,43,45,33,34,50,55,25,26,9,78,10,60,85,78,52,35,65,32,7,82,9,57,88,83,47,29,59,24,107,182,109,157,88,83,147,129,159,24
194,252,3224,92,90,8,8,64,66,52,54,49,47,35,30,84,75,84,80,80,79,51,55,85,10,70,55,45,22,72,75,78,65,94,6,63,62,40,20,76,86,92,65,94,106,63,62,40,120,76,86,92,165
195,502,3090,65,65,22,20,75,75,62,62,22,22,74,72,40,45,65,65,20,20,80,79,75,15,72,63,27,68,52,70,20,78,86,14,81,56,23,56,47,63,17,91,86,114,81,156,123,56,47,63,117,191
196,389,3477,46,47,67,67,78,80,44,44,72,72,67,67,38,32,42,40,48,45,65,67,52,78,85,52,78,70,27,45,52,75,42,92,95,42,78,73,19,44,49,86,142,92,95,42,178,173,119,44,149,86
197,467,3020,70,68,65,63,63,60,78,78,61,61,57,55,48,50,46,47,57,53,85,85,67,55,60,75,60,52,52,48,50,85,65,53,60,87,55,47,48,45,43,94,65,153,60,87,155,147,48,45,143,194
198,494,3482,22,21,47,48,15,15,11,10,86,83,47,53,77,77,57,65,2,1,23,20,19,52,14,9,78,63,78,70,1,18,17,48,12,7,99,56,82,63,1,22,17,48,112,107,199,156,182,63,1,22
199,277,3403,87,82,90,90,20,20,94,92,76,76,45,45,87,85,53,53,45,45,65,65,78,85,18,95,74,52,82,48,45,72,78,97,22,95,85,41,100,45,43,70,178,197,22,195,185,141,200,45,43,170
200,463,3233,44,45,4,4,32,34,63,66,73,78,69,66,40,44,70,71,83,82,8,9,45,4,32,65,85,65,45,74,85,10,39,3,30,55,96,58,40,71,89,10,39,103,30,55,96,158,40,171,189,110
201,496,3431,25,25,75,75,35,40,85,82,24,26,70,66,25,23,40,42,35,35,32,20,27,78,45,82,28,68,22,45,35,14,19,91,39,100,21,64,19,40,35,24,119,91,39,200,121,64,19,40,35,124
202,415,3475,84,84,86,82,31,26,80,80,6,8,56,60,50,53,17,15,24,31,28,40,85,75,22,78,10,65,55,14,35,52,90,76,21,82,8,59,51,13,28,35,190,176,21,182,8,159,151,113,128,135
203,252,3081,68,68,83,83,40,42,65,65,58,58,40,40,75,75,7,7,70,70,13,13,72,84,54,72,65,45,78,9,75,22,80,99,45,71,58,43,87,7,87,15,180,99,145,71,58,43,187,107,87,115
204,692,3042,62,68,45,50,84,75,22,25,35,32,49,55,89,81,23,28,15,14,78,72,68,52,70,25,32,55,75,28,14,72,69,41,62,23,24,51,85,25,12,75,69,141,162,23,24,51,85,125,112,75
205,574,3453,90,80,20,20,27,30,72,72,75,70,90,80,2,2,36,36,40,30,90,88,72,18,32,72,65,78,3,34,28,85,72,18,24,71,66,78,3,26,21,97,172,18,24,71,166,178,3,126,121,97
206,988,3133,82,82,69,74,68,68,62,62,90,90,44,48,82,82,26,26,50,50,39,39,84,78,73,60,85,52,85,27,55,42,99,82,73,60,90,47,96,22,46,36,99,182,73,60,190,47,196,122,146,36
207,377,3451,72,75,60,65,70,73,2,2,65,69,20,21,70,75,33,40,60,62,90,87,78,72,75,2,72,22,78,50,65,85,81,71,86,1,81,20,83,43,59,97,181,71,86,101,81,20,83,143,159,197
208,312,3263,65,65,63,63,60,65,43,40,10,10,46,45,37,40,18,16,70,68,60,59,65,70,70,38,10,52,45,14,67,55,66,61,63,33,10,54,39,13,65,62,166,161,63,33,110,54,139,113,65,62
209,802,3476,1,2,35,32,65,71,27,34,38,38,80,82,42,48,68,75,56,65,36,35,2,22,70,32,35,85,52,78,68,34,1,21,83,24,28,97,47,83,69,26,101,21,183,24,128,197,147,83,69,126
210,1097,3374,50,50,48,48,60,60,52,45,10,10,30,30,72,78,95,95,40,40,38,40,48,45,62,35,10,32,82,95,38,45,45,41,52,35,9,30,92,95,33,39,45,41,152,35,9,30,192,195,33,139
211,609,3058,39,39,52,52,34,28,75,70,77,77,67,60,5,5,36,32,83,83,48,52,35,52,14,65,60,60,10,32,78,52,28,42,24,58,60,57,8,30,92,42,128,42,124,158,60,157,8,30,92,142
212,486,3297,54,56,4,3,62,70,45,39,38,40,32,24,87,86,23,28,7,6,67,68,65,3,80,32,50,14,85,34,4,70,58,2,66,31,38,24,94,26,3,83,58,2,66,31,138,124,194,126,103,183
213,559,3332,40,42,80,78,66,68,75,76,80,77,78,78,14,14,3,3,82,82,85,85,45,75,70,78,75,78,14,3,82,85,39,84,62,87,89,84,12,3,98,97,39,84,162,187,89,184,112,3,98,197
214,1565,3013,64,72,45,47,54,54,75,75,65,76,8,8,21,21,72,72,72,72,72,23,72,28,52,75,75,8,20,68,72,34,75,26,49,70,88,6,17,63,74,25,175,26,149,70,188,6,117,163,174,25
215,579,3223,71,73,35,35,2,2,50,52,82,81,74,74,83,83,87,86,57,58,64,62,80,34,3,60,78,78,82,85,70,55,66,25,2,57,87,82,93,96,63,52,66,25,2,157,187,82,193,196,63,52
216,502,3118,44,46,10,9,85,78,78,80,33,32,66,68,6,7,16,17,5,6,52,52,52,10,75,85,35,70,10,22,10,54,47,9,89,88,30,73,6,15,8,48,47,109,89,88,130,173,106,115,8,148
217,434,3497,27,24,73,77,72,72,65,70,65,68,60,66,80,81,17,17,80,78,77,82,20,82,73,76,70,72,82,16,75,85,17,100,73,79,63,70,98,16,85,97,117,200,73,179,63,170,98,116,85,197
218,630,3035,68,67,84,81,6,6,88,90,78,81,31,29,76,76,2,2,18,18,97,93,62,75,10,95,85,22,75,3,18,85,57,85,8,95,90,21,76,2,22,98,57,85,8,195,190,21,176,2,22,198
219,681,3064,14,14,80,81,70,70,48,50,70,75,78,80,40,45,9,9,22,25,67,67,14,82,72,55,78,80,45,8,28,65,12,93,71,62,86,66,37,6,25,59,112,193,71,62,186,66,137,6,125,159
220,321,3387,58,57,65,69,55,55,48,50,50,60,17,16,35,30,8,8,53,53,65,65,60,72,55,52,65,14,27,10,52,65,60,71,52,47,58,12,19,9,41,55,60,71,52,47,58,112,119,9,141,55
221,494,3483,12,12,87,86,23,24,9,9,47,50,20,22,81,79,87,85,80,79,17,16,12,82,25,10,55,27,72,75,72,14,8,100,23,6,50,19,71,89,72,13,108,200,23,106,150,119,71,89,172,113
222,357,3341,73,75,79,80,73,74,58,58,43,44,67,67,23,23,72,72,38,41,74,72,82,85,75,62,45,70,22,75,45,72,92,96,79,68,43,63,19,87,37,74,192,96,79,168,43,63,19,87,37,174
223,564,3389,78,75,67,66,82,80,74,72,22,17,75,73,24,25,70,65,21,21,36,35,68,65,78,68,16,70,27,60,22,35,64,59,91,63,16,62,22,54,20,28,64,59,191,163,116,162,122,154,20,28
224,559,3051,36,36,5,5,68,64,42,46,16,16,74,73,51,51,28,33,34,27,42,41,35,5,63,52,15,72,52,35,22,40,28,4,56,41,14,72,42,28,20,32,28,104,156,141,114,172,142,128,120,32
225,294,3225,6,6,17,17,68,60,82,84,79,76,82,75,5,5,65,63,62,57,75,77,7,18,54,85,72,72,5,62,55,75,5,15,48,97,69,72,4,61,50,79,5,15,148,197,169,172,104,61,150,79
226,345,3409,65,60,70,75,30,35,50,55,80,80,80,80,60,60,85,85,85,85,6,8,52,80,45,63,85,82,60,85,85,10,49,66,34,56,90,93,64,96,93,8,149,66,34,156,90,193,164,196,93,8
227,206,3149,68,68,85,85,12,12,36,45,44,49,63,64,85,80,79,79,63,55,82,80,70,72,12,52,54,60,75,78,52,75,62,72,12,47,45,60,88,91,48,79,162,172,12,47,145,60,188,91,48,79
228,323,3460,83,79,38,43,67,66,59,57,88,84,52,58,70,69,43,44,36,36,37,40,75,50,65,55,75,62,68,45,35,45,80,43,59,52,89,68,63,44,28,36,80,143,159,52,89,168,163,44,128,136
229,340,3220,61,65,12,11,45,55,50,55,68,70,82,82,23,25,5,5,8,9,18,23,70,10,65,60,75,82,27,7,10,27,61,9,58,64,70,78,23,5,10,22,161,109,58,164,70,78,123,5,110,122
230,479,3012,12,13,32,29,66,71,69,68,70,69,12,11,18,40,79,75,40,47,59,61,14,27,70,60,68,10,45,70,50,60,12,19,63,54,63,10,32,83,40,57,112,119,63,154,163,110,132,183,140,157
231,310,3468,78,75,69,69,44,49,19,17,24,29,50,50,69,71,40,42,59,63,69,69,76,68,52,16,32,54,73,45,65,68,79,63,54,16,30,48,73,34,59,56,179,163,54,16,30,148,73,34,159,56
232,875,3189,30,29,78,80,32,25,8,9,85,85,80,80,45,50,75,75,65,67,44,46,28,85,22,10,85,75,52,75,70,48,26,96,21,7,88,70,41,87,67,45,26,96,21,7,88,70,141,87,167,45
233,357,3211,62,63,71,72,78,78,41,46,39,37,46,47,45,47,53,52,14,14,25,30,65,74,78,50,35,48,50,52,13,32,72,85,82,38,30,45,40,54,11,29,72,185,182,138,130,45,140,54,11,29
234,462,3033,33,33,87,86,56,55,85,83,24,16,65,68,41,39,88,85,57,56,42,43,18,85,55,82,15,72,35,78,55,45,22,94,53,92,14,81,28,91,52,40,22,194,153,192,114,81,128,191,52,40
235,441,3417,52,55,65,70,76,80,5,5,35,37,90,88,11,11,80,77,22,23,85,85,60,78,85,5,40,84,12,75,27,85,64,91,89,4,32,99,11,84,18,88,164,91,189,104,32,99,111,84,118,88
236,810,3248,7,8,78,75,78,78,40,41,43,48,60,62,64,64,36,38,3,3,68,69,10,70,74,45,55,68,65,40,3,70,7,74,71,37,46,63,72,32,2,63,7,74,171,137,146,163,72,32,2,63
237,496,3085,68,70,75,80,21,21,78,85,88,80,69,72,70,70,60,60,75,75,60,62,72,85,22,85,82,75,72,60,75,68,77,97,19,100,98,80,75,55,89,69,77,97,19,100,98,80,175,155,89,69
238,441,3474,73,81,35,42,13,12,65,68,57,53,8,10,43,44,54,60,60,62,8,8,85,45,12,68,52,10,45,60,62,7,96,41,8,69,46,10,32,57,68,5,196,41,108,69,46,10,132,157,168,105
239,321,3214,84,75,21,34,82,85,23,25,64,78,27,32,88,95,44,65,67,72,65,78,75,34,85,25,78,32,95,65,72,78,89,25,97,23,91,24,95,55,77,92,89,25,197,23,91,24,195,55,77,92
240,543,3314,43,46,33,38,29,30,77,78,58,58,46,49,74,74,62,62,35,35,71,69,52,52,35,82,62,55,78,60,35,62,42,35,29,92,52,51,86,60,28,57,142,135,129,192,152,151,186,60,28,57
241,1064,3052,80,80,90,90,90,90,70,90,65,75,2,2,2,3,18,35,90,90,40,60,78,78,75,70,75,2,3,35,85,60,83,99,87,73,80,1,2,29,89,60,83,199,87,173,80,101,2,129,189,160
242,464,3393,6,6,38,38,92,90,92,90,50,50,65,65,71,71,72,72,48,48,52,52,7,38,85,84,52,65,72,70,45,52,5,33,98,99,44,59,74,73,43,46,105,33,198,99,144,159,174,173,43,46
243,599,3496,58,52,6,8,52,59,47,48,85,82,90,88,66,72,49,51,92,90,68,72,45,10,65,50,76,85,78,55,85,74,37,10,55,38,79,97,82,46,100,85,37,10,55,138,179,97,82,146,100,185
244,579,3280,58,58,84,84,51,51,7,7,51,51,38,38,76,76,88,88,9,9,44,44,62,72,55,10,52,40,72,78,10,52,68,75,53,8,46,32,74,92,9,42,168,75,153,8,46,32,174,92,109,142
245,373,3054,42,43,32,32,80,82,85,85,31,38,32,35,75,73,40,45,8,8,60,60,45,35,85,82,45,42,72,50,8,58,41,29,100,92,34,36,81,40,6,53,41,129,100,192,34,36,81,140,6,53
246,342,3178,3,3,59,56,2,2,71,71,65,64,45,40,30,30,57,55,72,72,5,7,4,52,3,72,62,35,28,52,75,9,3,44,2,68,68,27,26,49,80,7,103,144,2,68,168,127,26,149,80,107
247,383,3432,32,32,28,27,51,51,62,62,83,81,52,52,50,52,49,50,36,30,45,45,28,22,52,65,75,52,55,54,22,45,26,20,54,55,86,48,46,45,21,39,26,120,54,55,86,48,146,145,21,39
248,537,3488,67,70,15,15,16,16,55,55,77,77,88,85,35,35,9,9,80,80,88,88,72,14,14,52,78,75,42,10,73,85,81,14,13,54,82,80,36,8,77,97,81,14,113,54,82,80,36,8,177,97
249,919,3280,41,51,65,65,46,46,11,11,50,51,44,42,64,67,66,71,15,15,51,51,62,72,55,10,52,40,72,78,10,52,68,75,53,8,46,32,74,92,9,42,168,75,153,8,46,32,174,92,109,142
250,553,3065,42,48,65,68,52,52,38,35,64,67,43,42,38,18,45,40,38,35,44,45,52,72,52,34,70,40,14,38,35,45,41,76,42,25,63,32,24,33,31,39,141,76,42,25,63,32,124,33,131,139
251,370,3401,80,76,81,76,78,74,7,8,69,69,31,33,85,79,78,80,27,36,54,52,73,74,70,9,70,35,76,85,45,50,77,71,74,7,83,28,79,96,34,40,177,171,74,107,183,128,179,196,134,140
252,417,3390,5,5,68,75,41,39,83,84,65,65,71,75,28,35,82,84,86,76,22,19,5,78,35,85,65,75,45,85,75,16,4,82,29,89,66,76,34,94,85,16,104,182,129,189,166,176,134,194,85,16
